lx-10th-11,template-img-capt,lx-10th-chap2,lx-10th_Page_025_Image_0001.jpg,,視力愈來愈少，靠僅存的一點視力艱難的求知。 ,
lx-10th-12,template-img-capt,lx-10th-chap2,lx-10th_Page_026_Image_0001.jpg,,「健康快車」來了，父母扶著孩子走出深山去做復明手術。 ,
lx-10th-13,template-img-capt,lx-10th-chap2,lx-10th_Page_027_Image_0001.jpg,,從各鄉各村、各地牧場集中到「健康快車」這裡。,
lx-10th-14,template-img-capt,lx-10th-chap2,lx-10th_Page_028_Image_0001.jpg,,從方圓幾百里而來，登上「健康快車」。 ,
lx-10th-15,template-img-capt,lx-10th-chap2,lx-10th_Page_029_Image_0001.jpg,,在農村，有很多家族遺傳的病例，很多孩子患上先天性白內障。 ,
lx-10th-16,template-img-capt,lx-10th-chap2,lx-10th_Page_030_Image_0001.jpg,,但有更多是中老年人患白內障，終於能到「健康快車」做手術。 ,
lx-10th-17,template-50-50,lx-10th-chap3,lx-10th_Page_031_Image_0001.jpg,火車醫院與基地醫院,在火車醫院上，有特別一節車廂給患者做病房。,每列火車醫院有4節車廂，一節是手術車廂，裡面有2張手術台，可以同時為兩個患者做手術，此外還有一節是醫療人員宿營車廂、一節是患者休息的病房車，和一節綜合車廂。基地醫院協助完成火車醫院上的手術前後的醫療護理工作，包括病人手術前全面身體檢查，及手術後3 至4天的護理。
lx-10th-18,template-img-capt,lx-10th-chap3,lx-10th_Page_032_Image_0001.jpg,,病房車廂有52張床位，每個患者要住上兩天，孩子可以有一個家長陪同。 ,
lx-10th-19,template-img-capt,lx-10th-chap3,lx-10th_Page_033_Image_0001.jpg,,孩子做手術要全身麻醉，這是一對雙胞胎兄弟。 ,
lx-10th-20,template-img-capt,lx-10th-chap3,lx-10th_Page_034_Image_0001.jpg,,吳儀副總理到「健康快車」上，看望白內障患者。 ,
lx-10th-21,template-img-capt,lx-10th-chap3,lx-10th_Page_035_Image_0001.jpg,,父親關懷的看著做完手術的兒子。,
lx-10th-22,template-img-capt,lx-10th-chap3,lx-10th_Page_036_Image_0001.jpg,,頭天做完手術的患者，第二天檢查視力。 ,
lx-10th-23,template-img-capt,lx-10th-chap3,lx-10th_Page_037_Image_0001.jpg,,驚訝地發現世界，驚訝地發現「看」。 ,
lx-10th-24,template-img-capt,lx-10th-chap3,lx-10th_Page_038_Image_0001.jpg,,基地醫院為患者做手術前的檢查和手術後的護理。 ,
lx-10th-25,template-img-capt,lx-10th-chap3,lx-10th_Page_039_Image_0001.jpg,,捐款人去基地醫院探望接受治療的患者。 ,
lx-10th-26,template-50-50,lx-10th-chap4,lx-10th_Page_040_Image_0001.jpg,看得見，可以回家了,跟著爸爸走回家。 ,健康快車的宗旨是能幫助多少人就幫助多少人，能多幫一個人，就多幫一個人，特別是孩子們。孩子們能看見，就可以上學了，一生就有了希望，將來就可以做一個有用的人。年輕人能看見，就可以耕田幹活，改變一家人的生活。老年人能看見，就可以在家裡做點事，不再是家庭的負擔，活得驕傲一點。
lx-10th-27,template-img-capt,lx-10th-chap4,lx-10th_Page_041_Image_0001.jpg,,每一次關心探望，每一次感激告別。 ,
lx-10th-28,template-img-capt,lx-10th-chap4,lx-10th_Page_042_Image_0001.jpg,,治癒的病人，都想著要回家了。,
lx-10th-29,template-img-capt,lx-10th-chap4,lx-10th_Page_043_Image_0001.jpg,,是回家的時候了。 ,
lx-10th-30,template-img-capt,lx-10th-chap4,lx-10th_Page_044_Image_0001.jpg,,眼睛能看見，生命新的一頁開始了。 ,
lx-10th-31,template-img-capt,lx-10th-chap4,lx-10th_Page_045_Image_0001.jpg,,眼睛能看見，又能下地勞動了。 ,
lx-10th-32,template-img-capt,lx-10th-chap4,lx-10th_Page_046_Image_0001.jpg,,眼睛能看見，齊心合力建家園。 ,
lx-10th-33,template-img-capt,lx-10th-chap4,lx-10th_Page_046_Image_0002.jpg,,眼睛能看見，便能挑起家的大樑。,
lx-10th-34,template-img-capt,lx-10th-chap4,lx-10th_Page_047_Image_0001.jpg,,眼睛能看見，女孩子可以出嫁了。 ,
lx-10th-35,template-img-capt,lx-10th-chap4,lx-10th_Page_048_Image_0001.jpg,,眼睛能看見，孩子能過正常的生活了。 ,
lx-10th-36,template-50-50,lx-10th-chap5,lx-10th_Page_049_Image_0001.jpg,默默耕耘的醫療隊伍,「健康快車」的工作人員遠離家人和朋友，過著單調孤獨的生活。 ,"志願眼科醫療隊伍到火車醫院上服務3至9個月，每列火車醫院的工作隊伍最少7人，包括2位眼科醫生、1位手術室護士、1位病房護士，還有健康快車辦公室派出的1位車長，鐵道部派出的一位維修人員及1位廚師。
曾登上火車醫院服務的醫生們都說，火車醫院上的患者都是純樸的、無助的，能夠幫到他們，作為醫生，內心的感受很不一樣。見到患者和他們家人的喜悅與歡樂，每個工作人員都會感染到患者的歡樂，是生命中一種十分難得的感受。"
lx-10th-37,template-img-capt,lx-10th-chap5,lx-10th_Page_050_Image_0001.jpg,,在狹窄的車廂裡，每天要做三、四十例的手術。 ,
lx-10th-38,template-img-capt,lx-10th-chap5,lx-10th_Page_051_Image_0001.jpg,,工作間歇，匆忙的吃一餐。 ,
lx-10th-39,template-img-capt,lx-10th-chap5,lx-10th_Page_052_Image_0001.jpg,,內心快樂和幹練的醫療隊伍！ ,
lx-10th-40,template-50-50,lx-10th-chap6,lx-10th_Page_053_Image_0001.jpg,社會各界對火車醫院的關注,國家領導人也親自登上「健康快車」，探望工作人員。 ,"慈善工作就是這麼一回事，每個人為慈善工作付出的時間、精力、金錢可能都有不同的理由，但我們不用斤斤計較甚麼背景、理由，只要是需要幫助的人得到幫助便足夠了。
在回訪中，我們看到手術後的病人生活質素得到全面的提升，而每一個手術復明患者之後都有一個動人故事。"
lx-10th-41,template-img-capt,lx-10th-chap6,lx-10th_Page_054_Image_0001.jpg,,由捐款人組成的探訪團，深入鄉村探望復明患者的家庭。 ,
lx-10th-42,template-img-capt,lx-10th-chap6,lx-10th_Page_054_Image_0002.jpg,,也走進崇山峻嶺，為貧困患者家庭送去問候。,
lx-10th-43,template-img-capt,lx-10th-chap6,lx-10th_Page_055_Image_0001.jpg,,CNN美國有線電視新聞網關注「健康快車」的工作。 ,
lx-10th-44,template-img-capt,lx-10th-chap6,lx-10th_Page_056_Image_0001.jpg,,復明患者向來探望他們的人告別。眼睛能看見，最大的心願是掙錢給家裡蓋個新屋。 ,
lx-10th-45,template-50-50,lx-10th-chap7,lx-10th_Page_057_Image_0001.jpg,籌募工作,四十多輛車的自駕車籌款活動，是基金會每年的重頭活動。,"健康快車的全部運作經費都是由「健康快車香港基金」 (成立於1997年 )及「中華健康快車基金會」(成立於2 002年 )提供。兩個基金會各自舉辦籌款活動，互相配合、共同承擔健康快車所有的經費。每列火車醫院每年的平均運作經費為800萬元人民幣，3列火車醫院就是2,400萬。"
lx-10th-46,template-img-capt,lx-10th-chap7,lx-10th_Page_058_Image_0001.jpg,,自駕車隊在去西藏的途中。 ,
lx-10th-47,template-img-capt,lx-10th-chap7,lx-10th_Page_059_Image_0001.jpg,,去四川的香格里拉，有一段路要騎騾子走過。,
lx-10th-48,template-img-capt,lx-10th-chap7,lx-10th_Page_060_Image_0001.jpg,,上萬人參加的步行活動，為「健康快車」籌款。 ,
lx-10th-49,template-img-capt,lx-10th-chap7,lx-10th_Page_061_Image_0001.jpg,,深受歡迎的「武林大會」籌款活動。 ,
lx-10th-50,template-img-capt,lx-10th-chap7,lx-10th_Page_062_Image_0001.jpg,,創意獨到的慈善專輯首發、簽名義賣活動。 ,
lx-10th-51,template-img-capt,lx-10th-chap7,lx-10th_Page_063_Image_0001.jpg,,經常舉辦面向市民的慈善義賣活動。 ,
lx-10th-52,template-img-capt,lx-10th-chap7,lx-10th_Page_064_Image_0001.jpg,,高規格的慈善演唱會籌款活動。,
lx-10th-53,template-one-column,lx-10th-speech,,寫給讀者的話,,
lx-10th-54,template-img-capt,lx-10th-postface,lx-10th_Page_002_Image_0001.jpg,,,
lx-10th-55,template-50-50,lx-10th-postface,lx-10th_Page_003_Image_0001.jpg; lx-10th_Page_003_Image_0002.jpg,,,
lx-10th-56,template-img-capt,lx-10th-postface,lx-10th_Page_004_Image_0001.jpg,,,
lx-10th-57,template-img-capt,lx-10th-postface,lx-10th_Page_004_Image_0002.jpg,,,
lx-10th-58,template-img-capt,lx-10th-postface,lx-10th_Page_005_Image_0002.jpg,,,
lx-10th-59,template-img-capt,lx-10th-postface,lx-10th_Page_005_Image_0001.jpg,,,
lx-10th-60,template-50-50,lx-10th-postface,lx-10th_Page_006_Image_0002.jpg; lx-10th_Page_006_Image_0001.jpg,,,
lx-10th-61,template-img-capt,lx-10th-postface,lx-10th_Page_007_Image_0002.jpg,,,
lx-10th-62,template-img-capt,lx-10th-postface,lx-10th_Page_007_Image_0001.jpg,,,
lx-10th-63,template-img-capt,lx-10th-postface,lx-10th_Page_008_Image_0001.jpg,,,
lx-10th-64,template-img-capt,lx-10th-postface,lx-10th_Page_008_Image_0002.jpg,,,
lx-10th-65,template-img-capt,lx-10th-postface,lx-10th_Page_009_Image_0001.jpg,,,
lx-10th-66,template-img-capt,lx-10th-postface,lx-10th_Page_010_Image_0002.jpg,,,
lx-10th-67,template-img-capt,lx-10th-postface,lx-10th_Page_010_Image_0001.jpg,,,
lx-10th-68,template-img-capt,lx-10th-postface,lx-10th_Page_011_Image_0002.jpg,,,
lx-10th-69,template-img-capt,lx-10th-postface,lx-10th_Page_011_Image_0001.jpg,,,
lx-10th-70,template-img-capt,lx-10th-postface,lx-10th_Page_012_Image_0002.jpg,,,
lx-10th-71,template-img-capt,lx-10th-postface,lx-10th_Page_012_Image_0001.jpg,,,
lx-10th-72,template-img-capt,lx-10th-postface,lx-10th_Page_013_Image_0001.jpg,,,
lx-10th-73,template-img-capt,lx-10th-postface,lx-10th_Page_013_Image_0002.jpg,,,
lx-10th-74,template-img-capt,lx-10th-postface,lx-10th_Page_014_Image_0001.jpg,,,
lx-10th-75,template-img-capt,lx-10th-postface,lx-10th_Page_014_Image_0002.jpg,,,
